[2026-07-16T00:43:28.436377] [formula discrepancy] Company: COMP01, Year: 2010, Metric: ROCE, Computed: 6.00%, Benchmark: 15.00% (absolute threshold), Difference: 9.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.501685] [formula discrepancy] Company: COMP27, Year: 2023, Metric: ROCE, Computed: 11.13%, Benchmark: 11.19% (sector-relative financials benchmark), Difference: 0.06%, Description: ROCE is below the benchmark of 11.19%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2010, Metric: ROCE, Computed: 7.77%, Benchmark: 15.00% (absolute threshold), Difference: 7.23%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2011, Metric: ROCE, Computed: 8.28%, Benchmark: 15.00% (absolute threshold), Difference: 6.72%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2012, Metric: ROCE, Computed: 8.83%, Benchmark: 15.00% (absolute threshold), Difference: 6.17%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2013, Metric: ROCE, Computed: 9.41%, Benchmark: 15.00% (absolute threshold), Difference: 5.59%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2014, Metric: ROCE, Computed: 10.04%, Benchmark: 15.00% (absolute threshold), Difference: 4.96%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2015, Metric: ROCE, Computed: 10.70%, Benchmark: 15.00% (absolute threshold), Difference: 4.30%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [data source issue] Company: COMP28, Metric: ROCE, Computed: 10.70% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2016, Metric: ROCE, Computed: 11.40%, Benchmark: 15.00% (absolute threshold), Difference: 3.60%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2017, Metric: ROCE, Computed: 12.16%, Benchmark: 15.00% (absolute threshold), Difference: 2.84%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2018, Metric: ROCE, Computed: 12.96%, Benchmark: 15.00% (absolute threshold), Difference: 2.04%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2019, Metric: ROCE, Computed: 13.82%, Benchmark: 15.00% (absolute threshold), Difference: 1.18%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2020, Metric: ROCE, Computed: 14.73%, Benchmark: 15.00% (absolute threshold), Difference: 0.27%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2022, Metric: Return on Equity, Computed: 19.76%, Pre-computed: 13.85%, Difference: 5.91%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP28, Year: 2023, Metric: Return on Equity, Computed: 21.07%, Pre-computed: 13.85%, Difference: 7.22%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2010, Metric: ROCE, Computed: 7.80%, Benchmark: 15.00% (absolute threshold), Difference: 7.20%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2011, Metric: ROCE, Computed: 8.61%, Benchmark: 15.00% (absolute threshold), Difference: 6.39%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2012, Metric: ROCE, Computed: 9.50%, Benchmark: 15.00% (absolute threshold), Difference: 5.50%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2013, Metric: ROCE, Computed: 10.48%, Benchmark: 15.00% (absolute threshold), Difference: 4.52%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2014, Metric: ROCE, Computed: 11.57%, Benchmark: 15.00% (absolute threshold), Difference: 3.43%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2015, Metric: ROCE, Computed: 12.77%, Benchmark: 15.00% (absolute threshold), Difference: 2.23%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2015, Metric: Return on Equity, Computed: 5.46%, Pre-computed: 13.90%, Difference: 8.44%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [data source issue] Company: COMP29, Metric: ROCE, Computed: 12.77% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2016, Metric: ROCE, Computed: 14.10%, Benchmark: 15.00% (absolute threshold), Difference: 0.90%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2016, Metric: Return on Equity, Computed: 5.93%, Pre-computed: 13.90%, Difference: 7.97%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2017, Metric: Return on Equity, Computed: 6.45%, Pre-computed: 13.90%, Difference: 7.45%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2018, Metric: Return on Equity, Computed: 7.02%, Pre-computed: 13.90%, Difference: 6.88%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2019, Metric: Return on Equity, Computed: 7.63%, Pre-computed: 13.90%, Difference: 6.27%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP29, Year: 2020, Metric: Return on Equity, Computed: 8.30%, Pre-computed: 13.90%, Difference: 5.60%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2010, Metric: ROCE, Computed: 7.82%, Benchmark: 15.00% (absolute threshold), Difference: 7.18%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2011, Metric: ROCE, Computed: 8.93%, Benchmark: 15.00% (absolute threshold), Difference: 6.07%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2012, Metric: ROCE, Computed: 10.19%, Benchmark: 15.00% (absolute threshold), Difference: 4.81%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2013, Metric: ROCE, Computed: 11.63%, Benchmark: 15.00% (absolute threshold), Difference: 3.37%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2014, Metric: ROCE, Computed: 13.28%, Benchmark: 15.00% (absolute threshold), Difference: 1.72%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2015, Metric: Return on Equity, Computed: 18.95%, Pre-computed: 13.95%, Difference: 5.00%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [data source issue] Company: COMP30, Metric: ROCE, Computed: 15.16% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2016, Metric: Return on Equity, Computed: 21.63%, Pre-computed: 13.95%, Difference: 7.68%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2017, Metric: Return on Equity, Computed: 24.69%, Pre-computed: 13.95%, Difference: 10.74%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2018, Metric: Return on Equity, Computed: 28.19%, Pre-computed: 13.95%, Difference: 14.24%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2019, Metric: Return on Equity, Computed: 32.18%, Pre-computed: 13.95%, Difference: 18.23%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2020, Metric: Return on Equity, Computed: 36.73%, Pre-computed: 13.95%, Difference: 22.78%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2021, Metric: Return on Equity, Computed: 41.93%, Pre-computed: 13.95%, Difference: 27.98%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2022, Metric: Return on Equity, Computed: 47.86%, Pre-computed: 13.95%, Difference: 33.91%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.503098] [formula discrepancy] Company: COMP30, Year: 2023, Metric: Return on Equity, Computed: 54.63%, Pre-computed: 13.95%, Difference: 40.68%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2010, Metric: ROCE, Computed: 7.85%, Benchmark: 15.00% (absolute threshold), Difference: 7.15%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2011, Metric: ROCE, Computed: 7.77%, Benchmark: 15.00% (absolute threshold), Difference: 7.23%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2012, Metric: ROCE, Computed: 7.70%, Benchmark: 15.00% (absolute threshold), Difference: 7.30%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2013, Metric: ROCE, Computed: 7.63%, Benchmark: 15.00% (absolute threshold), Difference: 7.37%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2014, Metric: ROCE, Computed: 7.55%, Benchmark: 15.00% (absolute threshold), Difference: 7.45%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2015, Metric: ROCE, Computed: 7.48%, Benchmark: 15.00% (absolute threshold), Difference: 7.52%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2015, Metric: Return on Equity, Computed: 5.40%, Pre-computed: 14.00%, Difference: 8.60%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.509978] [data source issue] Company: COMP31, Metric: ROCE, Computed: 7.48% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2016, Metric: ROCE, Computed: 7.41%, Benchmark: 15.00% (absolute threshold), Difference: 7.59%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2016, Metric: Return on Equity, Computed: 5.35%, Pre-computed: 14.00%, Difference: 8.65%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2017, Metric: ROCE, Computed: 7.34%, Benchmark: 15.00% (absolute threshold), Difference: 7.66%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2017, Metric: Return on Equity, Computed: 5.30%, Pre-computed: 14.00%, Difference: 8.70%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2018, Metric: ROCE, Computed: 7.27%, Benchmark: 15.00% (absolute threshold), Difference: 7.73%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2018, Metric: Return on Equity, Computed: 5.25%, Pre-computed: 14.00%, Difference: 8.75%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2019, Metric: ROCE, Computed: 7.20%, Benchmark: 15.00% (absolute threshold), Difference: 7.80%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2019, Metric: Return on Equity, Computed: 5.20%, Pre-computed: 14.00%, Difference: 8.80%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2020, Metric: ROCE, Computed: 7.14%, Benchmark: 15.00% (absolute threshold), Difference: 7.86%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.509978] [formula discrepancy] Company: COMP31, Year: 2020, Metric: Return on Equity, Computed: 5.15%, Pre-computed: 14.00%, Difference: 8.85%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP31, Year: 2021, Metric: ROCE, Computed: 7.07%, Benchmark: 15.00% (absolute threshold), Difference: 7.93%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP31, Year: 2021, Metric: Return on Equity, Computed: 5.11%, Pre-computed: 14.00%, Difference: 8.89%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP31, Year: 2022, Metric: ROCE, Computed: 7.00%, Benchmark: 15.00% (absolute threshold), Difference: 8.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP31, Year: 2022, Metric: Return on Equity, Computed: 5.06%, Pre-computed: 14.00%, Difference: 8.94%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP31, Year: 2023, Metric: ROCE, Computed: 6.94%, Benchmark: 15.00% (absolute threshold), Difference: 8.06%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP31, Year: 2023, Metric: Return on Equity, Computed: 5.01%, Pre-computed: 14.00%, Difference: 8.99%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP32, Year: 2010, Metric: ROCE, Computed: 7.87%, Benchmark: 7.89% (sector-relative financials benchmark), Difference: 0.02%, Description: ROCE is below the benchmark of 7.89%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP32, Year: 2011, Metric: ROCE, Computed: 8.09%, Benchmark: 8.12% (sector-relative financials benchmark), Difference: 0.02%, Description: ROCE is below the benchmark of 8.12%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP32, Year: 2013, Metric: ROCE, Computed: 8.56%, Benchmark: 8.58% (sector-relative financials benchmark), Difference: 0.03%, Description: ROCE is below the benchmark of 8.58%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP32, Year: 2014, Metric: ROCE, Computed: 8.80%, Benchmark: 8.83% (sector-relative financials benchmark), Difference: 0.03%, Description: ROCE is below the benchmark of 8.83%.
[2026-07-16T00:43:28.511983] [formula discrepancy] Company: COMP32, Year: 2015, Metric: ROCE, Computed: 9.05%, Benchmark: 9.08% (sector-relative financials benchmark), Difference: 0.03%, Description: ROCE is below the benchmark of 9.08%.
[2026-07-16T00:43:28.511983] [data source issue] Company: COMP32, Metric: ROCE, Computed: 9.05% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
